,Meta Data,Time Series (Daily)
1. Information,"Daily Prices (open, high, low, close) and Volumes",
2. Symbol,TCS.BSE,
3. Last Refreshed,2024-10-11,
4. Output Size,Full size,
5. Time Zone,US/Eastern,
2024-01-11,,"{'1. open': '3723.0000', '2. high': '3772.0000', '3. low': '3708.0000', '4. close': '3736.2000', '5. volume': '205186'}"
2024-01-10,,"{'1. open': '3690.1499', '2. high': '3730.0000', '3. low': '3688.0000', '4. close': '3713.7000', '5. volume': '99268'}"
2024-01-09,,"{'1. open': '3718.8501', '2. high': '3752.1001', '3. low': '3683.1499', '4. close': '3690.1499', '5. volume': '87204'}"
2024-01-08,,"{'1. open': '3737.7500', '2. high': '3738.1499', '3. low': '3671.0500', '4. close': '3677.7000', '5. volume': '26313'}"
2024-01-05,,"{'1. open': '3671.2000', '2. high': '3746.8999', '3. low': '3671.2000', '4. close': '3737.7500', '5. volume': '226503'}"
2024-01-04,,"{'1. open': '3700.0000', '2. high': '3719.1499', '3. low': '3651.5500', '4. close': '3667.0000', '5. volume': '113458'}"
2024-01-03,,"{'1. open': '3770.0000', '2. high': '3770.0000', '3. low': '3688.2000', '4. close': '3691.5500', '5. volume': '101894'}"
2024-01-02,,"{'1. open': '3814.3999', '2. high': '3814.3999', '3. low': '3766.4500', '4. close': '3783.2500', '5. volume': '28298'}"
2024-01-01,,"{'1. open': '3792.0000', '2. high': '3831.8999', '3. low': '3772.8000', '4. close': '3810.6001', '5. volume': '68853'}"
2023-12-29,,"{'1. open': '3797.8501', '2. high': '3822.9500', '3. low': '3766.0500', '4. close': '3794.9500', '5. volume': '105711'}"
2023-12-28,,"{'1. open': '3822.1001', '2. high': '3838.2500', '3. low': '3793.7500', '4. close': '3801.0500', '5. volume': '29256'}"
2023-12-27,,"{'1. open': '3795.5500', '2. high': '3818.0000', '3. low': '3768.1001', '4. close': '3810.8000', '5. volume': '28290'}"
2023-12-26,,"{'1. open': '3780.1001', '2. high': '3833.8501', '3. low': '3780.1001', '4. close': '3794.6001', '5. volume': '70216'}"
2023-12-22,,"{'1. open': '3796.3000', '2. high': '3845.9500', '3. low': '3762.7000', '4. close': '3825.3000', '5. volume': '127163'}"
2023-12-21,,"{'1. open': '3734.3999', '2. high': '3805.0000', '3. low': '3734.3999', '4. close': '3789.4500', '5. volume': '90556'}"
2023-12-20,,"{'1. open': '3821.6001', '2. high': '3898.8501', '3. low': '3768.0000', '4. close': '3780.3501', '5. volume': '60720'}"
2023-12-19,,"{'1. open': '3841.3999', '2. high': '3852.0000', '3. low': '3791.0000', '4. close': '3812.1001', '5. volume': '54142'}"
2023-12-18,,"{'1. open': '3860.0000', '2. high': '3928.9500', '3. low': '3831.2000', '4. close': '3858.0000', '5. volume': '73334'}"
2023-12-15,,"{'1. open': '3660.2000', '2. high': '3894.0500', '3. low': '3660.2000', '4. close': '3860.0500', '5. volume': '272428'}"
2023-12-14,,"{'1. open': '3620.2500', '2. high': '3676.3501', '3. low': '3620.2500', '4. close': '3666.6001', '5. volume': '246373'}"
2023-12-13,,"{'1. open': '3641.0000', '2. high': '3650.0000', '3. low': '3563.0500', '4. close': '3593.7500', '5. volume': '115769'}"
2023-12-12,,"{'1. open': '3640.0000', '2. high': '3699.0000', '3. low': '3632.2000', '4. close': '3672.0500', '5. volume': '77392'}"
2023-12-11,,"{'1. open': '3626.3999', '2. high': '3652.7000', '3. low': '3623.0000', '4. close': '3642.2000', '5. volume': '22168'}"
2023-12-08,,"{'1. open': '3620.1499', '2. high': '3644.0000', '3. low': '3601.1499', '4. close': '3626.3999', '5. volume': '274344'}"
2023-12-07,,"{'1. open': '3616.9500', '2. high': '3631.0000', '3. low': '3592.3501', '4. close': '3616.7000', '5. volume': '37043'}"
2023-12-06,,"{'1. open': '3530.4500', '2. high': '3612.3999', '3. low': '3526.8999', '4. close': '3603.3501', '5. volume': '48863'}"
2023-12-05,,"{'1. open': '3537.0000', '2. high': '3537.0000', '3. low': '3503.0000', '4. close': '3529.8999', '5. volume': '77724'}"
2023-12-04,,"{'1. open': '3533.0500', '2. high': '3545.0000', '3. low': '3499.0000', '4. close': '3509.6499', '5. volume': '48292'}"
2023-12-01,,"{'1. open': '3495.1001', '2. high': '3517.1499', '3. low': '3490.0000', '4. close': '3509.6001', '5. volume': '441821'}"
2023-11-30,,"{'1. open': '3507.4500', '2. high': '3515.0000', '3. low': '3481.3000', '4. close': '3493.3999', '5. volume': '46364'}"
2023-11-29,,"{'1. open': '3475.1499', '2. high': '3517.0000', '3. low': '3475.1499', '4. close': '3513.1001', '5. volume': '98285'}"
2023-11-28,,"{'1. open': '3453.0000', '2. high': '3480.0000', '3. low': '3431.6001', '4. close': '3470.4500', '5. volume': '58924'}"
2023-11-24,,"{'1. open': '3499.0000', '2. high': '3504.8999', '3. low': '3452.2500', '4. close': '3457.6001', '5. volume': '365537'}"
2023-11-23,,"{'1. open': '3539.7500', '2. high': '3543.3999', '3. low': '3499.0000', '4. close': '3508.9500', '5. volume': '196038'}"
2023-11-22,,"{'1. open': '3492.0500', '2. high': '3532.4500', '3. low': '3481.0000', '4. close': '3529.8501', '5. volume': '114862'}"
2023-11-21,,"{'1. open': '3523.0000', '2. high': '3539.3999', '3. low': '3502.0000', '4. close': '3510.3000', '5. volume': '48656'}"
2023-11-20,,"{'1. open': '3493.9500', '2. high': '3533.1001', '3. low': '3493.0000', '4. close': '3519.3000', '5. volume': '80442'}"
2023-11-17,,"{'1. open': '3518.9500', '2. high': '3524.5000', '3. low': '3494.0500', '4. close': '3502.6499', '5. volume': '271375'}"
2023-11-16,,"{'1. open': '3467.0000', '2. high': '3529.0000', '3. low': '3415.5000', '4. close': '3498.0000', '5. volume': '169895'}"
2023-11-15,,"{'1. open': '3385.1001', '2. high': '3413.0000', '3. low': '3360.0000', '4. close': '3399.3000', '5. volume': '128174'}"
2023-11-13,,"{'1. open': '3350.0000', '2. high': '3357.0000', '3. low': '3327.0000', '4. close': '3331.7000', '5. volume': '32989'}"
2023-11-10,,"{'1. open': '3343.9500', '2. high': '3347.0000', '3. low': '3322.3501', '4. close': '3332.8000', '5. volume': '253510'}"
2023-11-09,,"{'1. open': '3391.0000', '2. high': '3392.5000', '3. low': '3343.0000', '4. close': '3348.2500', '5. volume': '35061'}"
2023-11-08,,"{'1. open': '3377.9500', '2. high': '3402.0000', '3. low': '3371.8501', '4. close': '3380.7500', '5. volume': '68334'}"
2023-11-07,,"{'1. open': '3385.0000', '2. high': '3404.5500', '3. low': '3366.0500', '4. close': '3370.1001', '5. volume': '38446'}"
2023-11-06,,"{'1. open': '3364.0000', '2. high': '3393.6499', '3. low': '3360.0000', '4. close': '3385.3501', '5. volume': '14209'}"
2023-11-03,,"{'1. open': '3387.3999', '2. high': '3387.3999', '3. low': '3345.9500', '4. close': '3350.8501', '5. volume': '124559'}"
2023-11-02,,"{'1. open': '3341.5500', '2. high': '3375.0000', '3. low': '3341.5500', '4. close': '3359.9500', '5. volume': '39442'}"
2023-11-01,,"{'1. open': '3354.7500', '2. high': '3371.8999', '3. low': '3313.0000', '4. close': '3332.5500', '5. volume': '16067'}"
2023-10-31,,"{'1. open': '3386.0500', '2. high': '3398.3000', '3. low': '3350.5500', '4. close': '3368.2000', '5. volume': '47077'}"
2023-10-30,,"{'1. open': '3354.0000', '2. high': '3382.8999', '3. low': '3333.2500', '4. close': '3378.9500', '5. volume': '17188'}"
2023-10-27,,"{'1. open': '3357.8999', '2. high': '3363.0500', '3. low': '3338.5000', '4. close': '3350.5500', '5. volume': '342615'}"
2023-10-26,,"{'1. open': '3369.8501', '2. high': '3372.5000', '3. low': '3330.3999', '4. close': '3337.7500', '5. volume': '155481'}"
2023-10-25,,"{'1. open': '3399.9500', '2. high': '3425.8999', '3. low': '3377.0000', '4. close': '3389.8501', '5. volume': '32271'}"
2023-10-23,,"{'1. open': '3475.0000', '2. high': '3480.1001', '3. low': '3401.7000', '4. close': '3409.0000', '5. volume': '26553'}"
2023-10-20,,"{'1. open': '3454.7000', '2. high': '3500.4500', '3. low': '3444.0500', '4. close': '3494.2500', '5. volume': '391507'}"
2023-10-19,,"{'1. open': '3473.9500', '2. high': '3478.3501', '3. low': '3451.8501', '4. close': '3454.7500', '5. volume': '216685'}"
2023-10-18,,"{'1. open': '3507.1001', '2. high': '3523.5500', '3. low': '3485.0000', '4. close': '3487.1499', '5. volume': '35991'}"
2023-10-17,,"{'1. open': '3536.9500', '2. high': '3536.9500', '3. low': '3503.3501', '4. close': '3506.6499', '5. volume': '79395'}"
2023-10-16,,"{'1. open': '3564.9500', '2. high': '3574.9500', '3. low': '3517.7500', '4. close': '3524.1499', '5. volume': '41613'}"
2023-10-13,,"{'1. open': '3529.9500', '2. high': '3579.2000', '3. low': '3525.0000', '4. close': '3570.3000', '5. volume': '326628'}"
2023-10-12,,"{'1. open': '3585.0000', '2. high': '3588.7500', '3. low': '3539.0000', '4. close': '3542.2500', '5. volume': '205521'}"
2023-10-11,,"{'1. open': '3664.0000', '2. high': '3664.0000', '3. low': '3606.0000', '4. close': '3610.2000', '5. volume': '530680'}"
2023-10-10,,"{'1. open': '3639.9500', '2. high': '3650.0000', '3. low': '3601.8999', '4. close': '3629.2000', '5. volume': '57937'}"
2023-10-09,,"{'1. open': '3654.0000', '2. high': '3680.0000', '3. low': '3630.0000', '4. close': '3637.2500', '5. volume': '136192'}"
2023-10-06,,"{'1. open': '3590.0000', '2. high': '3634.2500', '3. low': '3576.9500', '4. close': '3620.2000', '5. volume': '251185'}"
2023-10-05,,"{'1. open': '3557.9500', '2. high': '3624.0000', '3. low': '3553.6499', '4. close': '3589.1001', '5. volume': '64884'}"
2023-10-04,,"{'1. open': '3485.6001', '2. high': '3546.0000', '3. low': '3477.0000', '4. close': '3536.6499', '5. volume': '282695'}"
2023-10-03,,"{'1. open': '3531.0500', '2. high': '3534.7500', '3. low': '3480.0000', '4. close': '3515.2500', '5. volume': '110749'}"
2023-09-29,,"{'1. open': '3535.0000', '2. high': '3568.0000', '3. low': '3506.0000', '4. close': '3530.7500', '5. volume': '83502'}"
2023-09-28,,"{'1. open': '3599.9500', '2. high': '3602.5500', '3. low': '3528.8000', '4. close': '3537.2500', '5. volume': '374575'}"
2023-09-27,,"{'1. open': '3595.9500', '2. high': '3613.0000', '3. low': '3555.6001', '4. close': '3587.6499', '5. volume': '26350'}"
2023-09-26,,"{'1. open': '3577.3999', '2. high': '3593.1001', '3. low': '3536.3501', '4. close': '3583.1499', '5. volume': '113520'}"
2023-09-25,,"{'1. open': '3599.8999', '2. high': '3611.0000', '3. low': '3560.0500', '4. close': '3577.4500', '5. volume': '84429'}"
2023-09-22,,"{'1. open': '3580.0500', '2. high': '3633.0500', '3. low': '3564.5500', '4. close': '3602.6499', '5. volume': '32498'}"
2023-09-21,,"{'1. open': '3590.0000', '2. high': '3604.2500', '3. low': '3528.1001', '4. close': '3583.9500', '5. volume': '103196'}"
2023-09-20,,"{'1. open': '3561.0500', '2. high': '3625.0000', '3. low': '3561.0500', '4. close': '3606.5500', '5. volume': '32742'}"
2023-09-18,,"{'1. open': '3583.9500', '2. high': '3618.9500', '3. low': '3574.0500', '4. close': '3604.8999', '5. volume': '85875'}"
2023-09-15,,"{'1. open': '3562.0000', '2. high': '3606.5000', '3. low': '3562.0000', '4. close': '3599.8501', '5. volume': '49097'}"
2023-09-14,,"{'1. open': '3567.8501', '2. high': '3597.6499', '3. low': '3546.0500', '4. close': '3559.1499', '5. volume': '24854'}"
2023-09-13,,"{'1. open': '3562.5500', '2. high': '3588.0000', '3. low': '3545.0500', '4. close': '3565.5500', '5. volume': '36826'}"
2023-09-12,,"{'1. open': '3485.0500', '2. high': '3589.8501', '3. low': '3484.0500', '4. close': '3580.6001', '5. volume': '102261'}"
2023-09-11,,"{'1. open': '3451.1499', '2. high': '3484.5000', '3. low': '3445.1001', '4. close': '3479.3501', '5. volume': '93745'}"
2023-09-08,,"{'1. open': '3445.0500', '2. high': '3463.5000', '3. low': '3435.1001', '4. close': '3443.2500', '5. volume': '189880'}"
2023-09-07,,"{'1. open': '3445.9500', '2. high': '3462.0000', '3. low': '3423.0000', '4. close': '3455.5500', '5. volume': '37771'}"
2023-09-06,,"{'1. open': '3429.5500', '2. high': '3443.6001', '3. low': '3400.0000', '4. close': '3429.8501', '5. volume': '36225'}"
2023-09-05,,"{'1. open': '3417.8501', '2. high': '3447.0000', '3. low': '3406.0000', '4. close': '3427.8501', '5. volume': '41368'}"
2023-09-04,,"{'1. open': '3371.0500', '2. high': '3432.5500', '3. low': '3370.0500', '4. close': '3417.8501', '5. volume': '36795'}"
2023-09-01,,"{'1. open': '3359.0500', '2. high': '3389.0000', '3. low': '3357.0500', '4. close': '3379.2000', '5. volume': '47394'}"
2023-08-31,,"{'1. open': '3392.2000', '2. high': '3416.5000', '3. low': '3345.0000', '4. close': '3357.0500', '5. volume': '25911'}"
2023-08-30,,"{'1. open': '3390.0000', '2. high': '3408.6499', '3. low': '3382.0500', '4. close': '3390.0500', '5. volume': '116058'}"
2023-08-29,,"{'1. open': '3376.0500', '2. high': '3389.3999', '3. low': '3366.0000', '4. close': '3377.6499', '5. volume': '63180'}"
2023-08-28,,"{'1. open': '3386.0500', '2. high': '3391.8000', '3. low': '3360.0000', '4. close': '3375.0000', '5. volume': '82413'}"
2023-08-25,,"{'1. open': '3375.0000', '2. high': '3385.0000', '3. low': '3350.0000', '4. close': '3380.6001', '5. volume': '155554'}"
2023-08-24,,"{'1. open': '3405.0000', '2. high': '3413.5500', '3. low': '3378.3501', '4. close': '3388.8000', '5. volume': '101202'}"
2023-08-23,,"{'1. open': '3383.3000', '2. high': '3401.8999', '3. low': '3375.8999', '4. close': '3399.4500', '5. volume': '130854'}"
2023-08-22,,"{'1. open': '3401.7500', '2. high': '3410.0000', '3. low': '3366.0000', '4. close': '3383.2500', '5. volume': '69816'}"
2023-08-21,,"{'1. open': '3367.0000', '2. high': '3409.0000', '3. low': '3366.9500', '4. close': '3401.7500', '5. volume': '62020'}"
2023-08-18,,"{'1. open': '3411.3000', '2. high': '3412.5000', '3. low': '3350.0000', '4. close': '3367.6499', '5. volume': '584952'}"
2023-08-17,,"{'1. open': '3457.5500', '2. high': '3461.0000', '3. low': '3414.0000', '4. close': '3441.3501', '5. volume': '62318'}"
2023-08-16,,"{'1. open': '3455.0000', '2. high': '3465.0500', '3. low': '3434.0000', '4. close': '3457.5500', '5. volume': '38718'}"
2023-08-14,,"{'1. open': '3425.0500', '2. high': '3454.5000', '3. low': '3410.3000', '4. close': '3449.8501', '5. volume': '88531'}"
2023-08-11,,"{'1. open': '3440.0000', '2. high': '3466.3999', '3. low': '3415.0000', '4. close': '3449.3501', '5. volume': '121004'}"
2023-08-10,,"{'1. open': '3444.0500', '2. high': '3455.0000', '3. low': '3431.0000', '4. close': '3443.4500', '5. volume': '85997'}"
2023-08-09,,"{'1. open': '3469.0000', '2. high': '3469.0000', '3. low': '3425.0000', '4. close': '3464.0000', '5. volume': '53047'}"
2023-08-08,,"{'1. open': '3483.8501', '2. high': '3487.5000', '3. low': '3457.1001', '4. close': '3469.8501', '5. volume': '81770'}"
2023-08-07,,"{'1. open': '3443.0000', '2. high': '3487.7500', '3. low': '3442.0000', '4. close': '3483.7500', '5. volume': '48564'}"
2023-08-04,,"{'1. open': '3391.1001', '2. high': '3470.1499', '3. low': '3391.1001', '4. close': '3442.3000', '5. volume': '73311'}"
2023-08-03,,"{'1. open': '3425.0000', '2. high': '3432.7000', '3. low': '3367.3000', '4. close': '3399.7000', '5. volume': '89034'}"
2023-08-02,,"{'1. open': '3355.3501', '2. high': '3355.3501', '3. low': '3355.3501', '4. close': '3355.3501', '5. volume': '0'}"
2023-08-01,,"{'1. open': '3355.3501', '2. high': '3355.3501', '3. low': '3355.3501', '4. close': '3355.3501', '5. volume': '0'}"
2023-07-31,,"{'1. open': '3355.3501', '2. high': '3355.3501', '3. low': '3355.3501', '4. close': '3355.3501', '5. volume': '0'}"
2023-07-28,,"{'1. open': '3389.8501', '2. high': '3389.8501', '3. low': '3331.0000', '4. close': '3355.3501', '5. volume': '97335'}"
2023-07-27,,"{'1. open': '3387.0000', '2. high': '3387.0000', '3. low': '3387.0000', '4. close': '3387.0000', '5. volume': '0'}"
2023-07-26,,"{'1. open': '3385.0500', '2. high': '3421.7500', '3. low': '3384.8999', '4. close': '3387.0000', '5. volume': '21902'}"
2023-07-25,,"{'1. open': '3394.2000', '2. high': '3394.2000', '3. low': '3394.2000', '4. close': '3394.2000', '5. volume': '0'}"
2023-07-24,,"{'1. open': '3374.0000', '2. high': '3413.3999', '3. low': '3371.0000', '4. close': '3394.2000', '5. volume': '71143'}"
2023-07-21,,"{'1. open': '3423.9500', '2. high': '3435.0000', '3. low': '3357.7000', '4. close': '3369.6001', '5. volume': '88718'}"
2023-07-20,,"{'1. open': '3457.0000', '2. high': '3478.5000', '3. low': '3436.0000', '4. close': '3462.3501', '5. volume': '72310'}"
2023-07-19,,"{'1. open': '3495.0500', '2. high': '3516.0000', '3. low': '3446.2000', '4. close': '3471.0000', '5. volume': '94660'}"
2023-07-18,,"{'1. open': '3491.9500', '2. high': '3491.9500', '3. low': '3491.9500', '4. close': '3491.9500', '5. volume': '0'}"
2023-07-17,,"{'1. open': '3512.0000', '2. high': '3549.0000', '3. low': '3477.5000', '4. close': '3491.9500', '5. volume': '76509'}"
2023-07-14,,"{'1. open': '3360.3000', '2. high': '3524.0000', '3. low': '3352.0500', '4. close': '3512.0000', '5. volume': '392060'}"
2023-07-13,,"{'1. open': '3272.3000', '2. high': '3272.3000', '3. low': '3272.3000', '4. close': '3272.3000', '5. volume': '0'}"
2023-07-12,,"{'1. open': '3272.3000', '2. high': '3272.3000', '3. low': '3272.3000', '4. close': '3272.3000', '5. volume': '0'}"
2023-07-11,,"{'1. open': '3272.3000', '2. high': '3272.3000', '3. low': '3272.3000', '4. close': '3272.3000', '5. volume': '0'}"
2023-07-10,,"{'1. open': '3326.1001', '2. high': '3326.1001', '3. low': '3265.0000', '4. close': '3272.3000', '5. volume': '37435'}"
2023-07-07,,"{'1. open': '3300.8501', '2. high': '3356.3999', '3. low': '3300.8501', '4. close': '3325.7000', '5. volume': '60304'}"
2023-07-06,,"{'1. open': '3300.5000', '2. high': '3300.5000', '3. low': '3300.5000', '4. close': '3300.5000', '5. volume': '0'}"
2023-07-05,,"{'1. open': '3300.5000', '2. high': '3300.5000', '3. low': '3300.5000', '4. close': '3300.5000', '5. volume': '0'}"
2023-07-04,,"{'1. open': '3300.5000', '2. high': '3300.5000', '3. low': '3300.5000', '4. close': '3300.5000', '5. volume': '0'}"
2023-07-03,,"{'1. open': '3300.5000', '2. high': '3300.5000', '3. low': '3300.5000', '4. close': '3300.5000', '5. volume': '0'}"
2023-06-30,,"{'1. open': '3215.0000', '2. high': '3309.6001', '3. low': '3215.0000', '4. close': '3300.5000', '5. volume': '128775'}"
2023-06-28,,"{'1. open': '3203.0500', '2. high': '3231.0000', '3. low': '3193.2000', '4. close': '3214.7500', '5. volume': '46412'}"
2023-06-27,,"{'1. open': '3200.0000', '2. high': '3209.7000', '3. low': '3183.0000', '4. close': '3196.6001', '5. volume': '66914'}"
2023-06-26,,"{'1. open': '3202.0000', '2. high': '3210.2500', '3. low': '3172.4500', '4. close': '3189.8999', '5. volume': '115935'}"
2023-06-23,,"{'1. open': '3236.0000', '2. high': '3247.0000', '3. low': '3209.0000', '4. close': '3217.4500', '5. volume': '169294'}"
2023-06-22,,"{'1. open': '3265.9500', '2. high': '3267.0000', '3. low': '3231.8501', '4. close': '3238.8501', '5. volume': '85493'}"
2023-06-21,,"{'1. open': '3240.0500', '2. high': '3261.0000', '3. low': '3224.5000', '4. close': '3257.4500', '5. volume': '34640'}"
2023-06-20,,"{'1. open': '3214.0000', '2. high': '3232.0000', '3. low': '3201.6001', '4. close': '3227.2000', '5. volume': '55192'}"
2023-06-19,,"{'1. open': '3175.3000', '2. high': '3215.0000', '3. low': '3173.0000', '4. close': '3209.6499', '5. volume': '88241'}"
2023-06-16,,"{'1. open': '3203.9500', '2. high': '3203.9500', '3. low': '3156.2000', '4. close': '3175.2500', '5. volume': '151310'}"
2023-06-15,,"{'1. open': '3240.0500', '2. high': '3245.4500', '3. low': '3211.0000', '4. close': '3216.2500', '5. volume': '133137'}"
2023-06-14,,"{'1. open': '3241.0500', '2. high': '3255.7500', '3. low': '3226.0000', '4. close': '3251.7500', '5. volume': '120224'}"
2023-06-13,,"{'1. open': '3256.0000', '2. high': '3265.0000', '3. low': '3240.6001', '4. close': '3243.8000', '5. volume': '111746'}"
2023-06-12,,"{'1. open': '3210.0500', '2. high': '3254.3000', '3. low': '3210.0500', '4. close': '3248.5500', '5. volume': '95226'}"
2023-06-09,,"{'1. open': '3245.0500', '2. high': '3249.9500', '3. low': '3207.0000', '4. close': '3210.4500', '5. volume': '137471'}"
2023-06-08,,"{'1. open': '3269.9500', '2. high': '3270.0000', '3. low': '3233.1001', '4. close': '3236.1499', '5. volume': '63206'}"
2023-06-07,,"{'1. open': '3237.0500', '2. high': '3278.8000', '3. low': '3237.0500', '4. close': '3274.6001', '5. volume': '109708'}"
2023-06-06,,"{'1. open': '3289.0000', '2. high': '3289.0000', '3. low': '3221.3999', '4. close': '3234.1499', '5. volume': '150482'}"
2023-06-05,,"{'1. open': '3313.0000', '2. high': '3325.8501', '3. low': '3285.0000', '4. close': '3289.6001', '5. volume': '35207'}"
2023-06-02,,"{'1. open': '3316.2000', '2. high': '3336.7500', '3. low': '3296.6001', '4. close': '3304.3999', '5. volume': '22900'}"
2023-06-01,,"{'1. open': '3310.0000', '2. high': '3339.8000', '3. low': '3295.0000', '4. close': '3323.3000', '5. volume': '62779'}"
