,Meta Data,Time Series (Daily)
1. Information,"Daily Prices (open, high, low, close) and Volumes",
2. Symbol,BHARTIARTL.BSE,
3. Last Refreshed,2024-10-11,
4. Output Size,Full size,
5. Time Zone,US/Eastern,
2013-03-08,,"{'1. open': '322.9999', '2. high': '325.6498', '3. low': '320.4999', '4. close': '323.0999', '5. volume': '626357'}"
2013-03-07,,"{'1. open': '318.9999', '2. high': '321.2999', '3. low': '316.5498', '4. close': '320.4499', '5. volume': '341157'}"
2013-03-06,,"{'1. open': '324.9999', '2. high': '326.9999', '3. low': '319.1999', '4. close': '321.6999', '5. volume': '650848'}"
2013-03-05,,"{'1. open': '316.7499', '2. high': '323.9998', '3. low': '309.8999', '4. close': '321.9499', '5. volume': '579895'}"
2013-03-04,,"{'1. open': '313.9999', '2. high': '316.8999', '3. low': '307.5499', '4. close': '315.4999', '5. volume': '436712'}"
2013-03-01,,"{'1. open': '323.5499', '2. high': '326.1498', '3. low': '308.0999', '4. close': '310.9499', '5. volume': '976367'}"
2013-02-28,,"{'1. open': '326.4999', '2. high': '327.8499', '3. low': '317.6499', '4. close': '323.5499', '5. volume': '691839'}"
2013-02-27,,"{'1. open': '316.7499', '2. high': '324.4498', '3. low': '314.9999', '4. close': '321.5499', '5. volume': '578453'}"
2013-02-26,,"{'1. open': '309.9999', '2. high': '334.5498', '3. low': '302.5499', '4. close': '311.2999', '5. volume': '954617'}"
2013-02-25,,"{'1. open': '307.7999', '2. high': '311.7498', '3. low': '305.3999', '4. close': '307.0499', '5. volume': '404869'}"
2013-02-22,,"{'1. open': '296.6499', '2. high': '311.0999', '3. low': '296.0499', '4. close': '309.7998', '5. volume': '723764'}"
2013-02-21,,"{'1. open': '302.9999', '2. high': '307.7499', '3. low': '291.6499', '4. close': '296.0499', '5. volume': '1128480'}"
2013-02-20,,"{'1. open': '310.4999', '2. high': '311.4998', '3. low': '303.4999', '4. close': '304.5499', '5. volume': '439132'}"
2013-02-19,,"{'1. open': '314.9999', '2. high': '314.9999', '3. low': '304.7499', '4. close': '307.7499', '5. volume': '262376'}"
2013-02-18,,"{'1. open': '315.9999', '2. high': '317.4499', '3. low': '311.9999', '4. close': '313.8499', '5. volume': '125074'}"
2013-02-15,,"{'1. open': '312.9999', '2. high': '318.1499', '3. low': '306.5499', '4. close': '316.2499', '5. volume': '275412'}"
2013-02-14,,"{'1. open': '324.1499', '2. high': '326.7499', '3. low': '310.3999', '4. close': '312.3999', '5. volume': '280884'}"
2013-02-13,,"{'1. open': '323.7999', '2. high': '329.8999', '3. low': '323.0499', '4. close': '325.4999', '5. volume': '220609'}"
2013-02-12,,"{'1. open': '315.6999', '2. high': '323.2999', '3. low': '313.9999', '4. close': '321.6999', '5. volume': '272415'}"
2013-02-11,,"{'1. open': '319.3499', '2. high': '320.3499', '3. low': '314.7999', '4. close': '316.0498', '5. volume': '124323'}"
2013-02-08,,"{'1. open': '320.9999', '2. high': '324.8999', '3. low': '317.3499', '4. close': '321.0998', '5. volume': '222875'}"
2013-02-07,,"{'1. open': '327.1499', '2. high': '327.6999', '3. low': '316.2998', '4. close': '319.7499', '5. volume': '258498'}"
2013-02-06,,"{'1. open': '326.7999', '2. high': '330.8499', '3. low': '324.5999', '4. close': '326.5499', '5. volume': '228783'}"
2013-02-05,,"{'1. open': '329.9998', '2. high': '332.8999', '3. low': '322.9999', '4. close': '324.5499', '5. volume': '278682'}"
2013-02-04,,"{'1. open': '331.3999', '2. high': '334.5498', '3. low': '327.7999', '4. close': '330.9498', '5. volume': '364443'}"
2013-02-01,,"{'1. open': '338.3998', '2. high': '347.1999', '3. low': '327.0998', '4. close': '330.4999', '5. volume': '1871467'}"
2013-01-31,,"{'1. open': '344.9999', '2. high': '347.1999', '3. low': '338.0999', '4. close': '339.3999', '5. volume': '196431'}"
2013-01-30,,"{'1. open': '350.4999', '2. high': '352.9999', '3. low': '342.9999', '4. close': '344.6498', '5. volume': '1192692'}"
2013-01-29,,"{'1. open': '356.2999', '2. high': '363.4999', '3. low': '347.5999', '4. close': '348.8999', '5. volume': '316791'}"
2013-01-28,,"{'1. open': '357.9999', '2. high': '362.7999', '3. low': '355.4999', '4. close': '357.5998', '5. volume': '245158'}"
2013-01-25,,"{'1. open': '360.9998', '2. high': '370.3999', '3. low': '357.0998', '4. close': '359.5999', '5. volume': '308915'}"
2013-01-24,,"{'1. open': '368.7999', '2. high': '369.6999', '3. low': '359.0999', '4. close': '360.9998', '5. volume': '377447'}"
2013-01-23,,"{'1. open': '350.5999', '2. high': '368.9999', '3. low': '350.2499', '4. close': '367.2498', '5. volume': '1754781'}"
2013-01-22,,"{'1. open': '354.9999', '2. high': '354.9999', '3. low': '348.9999', '4. close': '351.6499', '5. volume': '1413679'}"
2013-01-21,,"{'1. open': '346.9999', '2. high': '356.4999', '3. low': '344.9999', '4. close': '354.9999', '5. volume': '4091821'}"
2013-01-18,,"{'1. open': '352.9999', '2. high': '353.4998', '3. low': '345.1999', '4. close': '348.6499', '5. volume': '387848'}"
2013-01-17,,"{'1. open': '341.0498', '2. high': '356.6999', '3. low': '334.9999', '4. close': '353.9499', '5. volume': '1579841'}"
2013-01-16,,"{'1. open': '345.9999', '2. high': '348.4998', '3. low': '340.4999', '4. close': '342.4498', '5. volume': '425879'}"
2013-01-15,,"{'1. open': '328.9999', '2. high': '349.9498', '3. low': '325.0499', '4. close': '345.2499', '5. volume': '975688'}"
2013-01-14,,"{'1. open': '324.9999', '2. high': '331.4999', '3. low': '323.2498', '4. close': '329.3999', '5. volume': '206469'}"
2013-01-11,,"{'1. open': '329.4998', '2. high': '330.6998', '3. low': '323.9998', '4. close': '324.6998', '5. volume': '186752'}"
2013-01-10,,"{'1. open': '332.5499', '2. high': '333.9999', '3. low': '326.4999', '4. close': '329.8999', '5. volume': '204166'}"
2013-01-09,,"{'1. open': '332.3998', '2. high': '336.2999', '3. low': '331.3499', '4. close': '333.1999', '5. volume': '260210'}"
2013-01-08,,"{'1. open': '326.6999', '2. high': '332.8999', '3. low': '324.9999', '4. close': '330.2999', '5. volume': '144952'}"
2013-01-07,,"{'1. open': '328.2998', '2. high': '331.1499', '3. low': '325.2999', '4. close': '326.6999', '5. volume': '182960'}"
2013-01-04,,"{'1. open': '327.7999', '2. high': '329.6999', '3. low': '325.6498', '4. close': '327.0998', '5. volume': '128840'}"
2013-01-03,,"{'1. open': '322.2499', '2. high': '328.9999', '3. low': '319.1999', '4. close': '327.7499', '5. volume': '213729'}"
2013-01-02,,"{'1. open': '321.5998', '2. high': '326.1999', '3. low': '320.0499', '4. close': '321.3498', '5. volume': '137558'}"
2013-01-01,,"{'1. open': '317.7999', '2. high': '322.4999', '3. low': '317.4998', '4. close': '320.5999', '5. volume': '345576'}"
2012-12-31,,"{'1. open': '318.5499', '2. high': '320.8999', '3. low': '315.6999', '4. close': '316.7999', '5. volume': '93896'}"
2012-12-28,,"{'1. open': '317.6999', '2. high': '323.2999', '3. low': '313.7499', '4. close': '318.3499', '5. volume': '430272'}"
2012-12-27,,"{'1. open': '317.7999', '2. high': '321.5499', '3. low': '315.4999', '4. close': '318.6499', '5. volume': '259279'}"
2012-12-26,,"{'1. open': '308.8498', '2. high': '318.4999', '3. low': '308.7999', '4. close': '317.4499', '5. volume': '306504'}"
2012-12-24,,"{'1. open': '305.5999', '2. high': '311.2498', '3. low': '303.3999', '4. close': '308.8498', '5. volume': '196509'}"
2012-12-21,,"{'1. open': '314.9999', '2. high': '314.9999', '3. low': '305.2498', '4. close': '307.1499', '5. volume': '318517'}"
2012-12-20,,"{'1. open': '313.9999', '2. high': '318.1999', '3. low': '309.3999', '4. close': '316.8999', '5. volume': '282021'}"
2012-12-19,,"{'1. open': '313.3999', '2. high': '318.8499', '3. low': '313.0499', '4. close': '315.9499', '5. volume': '451032'}"
2012-12-18,,"{'1. open': '300.4999', '2. high': '314.0499', '3. low': '300.4999', '4. close': '313.1499', '5. volume': '467928'}"
2012-12-17,,"{'1. open': '309.9999', '2. high': '311.0499', '3. low': '299.0999', '4. close': '300.4498', '5. volume': '748364'}"
2012-12-14,,"{'1. open': '318.3999', '2. high': '319.3499', '3. low': '308.9999', '4. close': '311.9499', '5. volume': '292486'}"
2012-12-13,,"{'1. open': '311.0999', '2. high': '319.9999', '3. low': '310.4999', '4. close': '316.7499', '5. volume': '378528'}"
2012-12-12,,"{'1. open': '316.9999', '2. high': '317.9999', '3. low': '307.9999', '4. close': '311.9499', '5. volume': '250340'}"
2012-12-11,,"{'1. open': '316.9999', '2. high': '320.9999', '3. low': '311.9999', '4. close': '314.0999', '5. volume': '244208'}"
2012-12-10,,"{'1. open': '324.9999', '2. high': '325.9999', '3. low': '316.0999', '4. close': '317.7999', '5. volume': '224559'}"
2012-12-07,,"{'1. open': '324.0499', '2. high': '329.8999', '3. low': '320.0999', '4. close': '322.4999', '5. volume': '171759'}"
2012-12-06,,"{'1. open': '334.3499', '2. high': '335.1999', '3. low': '321.0499', '4. close': '324.7999', '5. volume': '395362'}"
2012-12-05,,"{'1. open': '331.0499', '2. high': '332.5999', '3. low': '326.6999', '4. close': '330.0499', '5. volume': '166575'}"
2012-12-04,,"{'1. open': '329.8999', '2. high': '334.0498', '3. low': '327.5499', '4. close': '331.9999', '5. volume': '276879'}"
2012-12-03,,"{'1. open': '335.9998', '2. high': '339.9999', '3. low': '330.0499', '4. close': '331.1998', '5. volume': '333931'}"
2012-11-30,,"{'1. open': '331.9999', '2. high': '340.9499', '3. low': '324.7999', '4. close': '337.1499', '5. volume': '1005883'}"
2012-11-29,,"{'1. open': '326.3998', '2. high': '332.3998', '3. low': '324.9999', '4. close': '330.1499', '5. volume': '1408636'}"
2012-11-27,,"{'1. open': '311.9999', '2. high': '330.9999', '3. low': '310.9998', '4. close': '326.5499', '5. volume': '822573'}"
2012-11-26,,"{'1. open': '306.9999', '2. high': '311.9999', '3. low': '306.7999', '4. close': '310.3499', '5. volume': '267725'}"
2012-11-23,,"{'1. open': '308.9999', '2. high': '311.9999', '3. low': '303.4999', '4. close': '305.3999', '5. volume': '296222'}"
2012-11-22,,"{'1. open': '307.2999', '2. high': '311.4998', '3. low': '305.5999', '4. close': '308.1999', '5. volume': '306412'}"
2012-11-21,,"{'1. open': '309.5999', '2. high': '310.0999', '3. low': '303.5999', '4. close': '307.2999', '5. volume': '219383'}"
2012-11-20,,"{'1. open': '311.3999', '2. high': '312.6998', '3. low': '306.0999', '4. close': '309.2499', '5. volume': '605621'}"
2012-11-19,,"{'1. open': '302.4999', '2. high': '311.3999', '3. low': '302.4999', '4. close': '309.7998', '5. volume': '1130675'}"
2012-11-16,,"{'1. open': '293.3999', '2. high': '303.9499', '3. low': '292.8999', '4. close': '301.0999', '5. volume': '876689'}"
2012-11-15,,"{'1. open': '284.9999', '2. high': '296.0499', '3. low': '284.9999', '4. close': '290.9999', '5. volume': '648425'}"
2012-11-12,,"{'1. open': '273.8999', '2. high': '282.7999', '3. low': '272.4999', '4. close': '279.7999', '5. volume': '4497269'}"
2012-11-09,,"{'1. open': '275.2999', '2. high': '279.4999', '3. low': '274.1999', '4. close': '275.2999', '5. volume': '210284'}"
2012-11-08,,"{'1. open': '268.5000', '2. high': '276.9999', '3. low': '267.5499', '4. close': '276.2499', '5. volume': '495408'}"
2012-11-07,,"{'1. open': '269.8999', '2. high': '281.0999', '3. low': '269.6499', '4. close': '271.0999', '5. volume': '798199'}"
2012-11-06,,"{'1. open': '273.1999', '2. high': '276.7499', '3. low': '270.5999', '4. close': '273.4999', '5. volume': '90307'}"
2012-11-05,,"{'1. open': '274.9999', '2. high': '277.5499', '3. low': '271.0999', '4. close': '273.2999', '5. volume': '192511'}"
2012-11-02,,"{'1. open': '281.6999', '2. high': '283.6999', '3. low': '274.4999', '4. close': '274.8999', '5. volume': '285183'}"
2012-11-01,,"{'1. open': '269.4999', '2. high': '281.7999', '3. low': '269.4999', '4. close': '280.8499', '5. volume': '430515'}"
2012-10-31,,"{'1. open': '270.1999', '2. high': '273.1499', '3. low': '266.6499', '4. close': '268.9999', '5. volume': '110627'}"
2012-10-30,,"{'1. open': '270.4999', '2. high': '274.3499', '3. low': '268.7499', '4. close': '270.0999', '5. volume': '207253'}"
2012-10-29,,"{'1. open': '266.9999', '2. high': '270.7499', '3. low': '266.4999', '4. close': '269.7499', '5. volume': '151756'}"
2012-10-26,,"{'1. open': '268.9999', '2. high': '269.9999', '3. low': '264.4999', '4. close': '266.7999', '5. volume': '101605'}"
2012-10-25,,"{'1. open': '271.9999', '2. high': '273.6499', '3. low': '266.9999', '4. close': '269.3999', '5. volume': '199051'}"
2012-10-23,,"{'1. open': '271.8499', '2. high': '274.4499', '3. low': '269.9999', '4. close': '271.0999', '5. volume': '231745'}"
2012-10-22,,"{'1. open': '265.7999', '2. high': '272.2499', '3. low': '264.9999', '4. close': '271.7499', '5. volume': '255218'}"
2012-10-19,,"{'1. open': '262.9999', '2. high': '267.1499', '3. low': '261.2499', '4. close': '266.6499', '5. volume': '251125'}"
2012-10-18,,"{'1. open': '268.7999', '2. high': '269.9999', '3. low': '263.1999', '4. close': '265.7499', '5. volume': '467845'}"
2012-10-17,,"{'1. open': '269.4999', '2. high': '271.9999', '3. low': '266.1999', '4. close': '270.1499', '5. volume': '485791'}"
2012-10-16,,"{'1. open': '263.7000', '2. high': '269.7499', '3. low': '261.2499', '4. close': '267.6499', '5. volume': '409953'}"
2012-10-15,,"{'1. open': '260.3999', '2. high': '263.9999', '3. low': '256.6499', '4. close': '263.2999', '5. volume': '369437'}"
2012-10-12,,"{'1. open': '267.4999', '2. high': '268.9999', '3. low': '258.6500', '4. close': '260.2999', '5. volume': '252396'}"
2012-10-11,,"{'1. open': '263.7999', '2. high': '268.6999', '3. low': '262.0999', '4. close': '267.1999', '5. volume': '248293'}"
2012-10-10,,"{'1. open': '264.9999', '2. high': '266.6499', '3. low': '261.0999', '4. close': '261.7999', '5. volume': '206652'}"
2012-10-09,,"{'1. open': '272.2999', '2. high': '272.8999', '3. low': '264.2499', '4. close': '265.1999', '5. volume': '367936'}"
2012-10-08,,"{'1. open': '268.5000', '2. high': '276.3999', '3. low': '266.2999', '4. close': '270.1499', '5. volume': '1001225'}"
2012-10-05,,"{'1. open': '270.8999', '2. high': '271.4999', '3. low': '256.9999', '4. close': '265.8499', '5. volume': '303907'}"
2012-10-04,,"{'1. open': '268.8999', '2. high': '272.9999', '3. low': '267.4999', '4. close': '269.5499', '5. volume': '255655'}"
2012-10-03,,"{'1. open': '268.9999', '2. high': '269.3999', '3. low': '264.5499', '4. close': '265.6499', '5. volume': '233221'}"
2012-10-01,,"{'1. open': '265.4999', '2. high': '267.5999', '3. low': '262.5499', '4. close': '265.2499', '5. volume': '222958'}"
2012-09-28,,"{'1. open': '265.4999', '2. high': '266.9999', '3. low': '262.2999', '4. close': '264.8499', '5. volume': '280168'}"
2012-09-27,,"{'1. open': '266.0499', '2. high': '269.7499', '3. low': '259.9999', '4. close': '261.4499', '5. volume': '381085'}"
2012-09-26,,"{'1. open': '274.4999', '2. high': '275.2999', '3. low': '261.7499', '4. close': '265.1999', '5. volume': '772212'}"
2012-09-25,,"{'1. open': '279.9999', '2. high': '280.0499', '3. low': '273.5999', '4. close': '276.0499', '5. volume': '229923'}"
2012-09-24,,"{'1. open': '280.7999', '2. high': '282.9999', '3. low': '272.7499', '4. close': '278.2499', '5. volume': '394664'}"
2012-09-21,,"{'1. open': '270.3499', '2. high': '279.9999', '3. low': '270.3499', '4. close': '279.0999', '5. volume': '593914'}"
2012-09-20,,"{'1. open': '266.4999', '2. high': '272.8499', '3. low': '265.4499', '4. close': '268.3499', '5. volume': '471325'}"
2012-09-18,,"{'1. open': '265.8999', '2. high': '270.9999', '3. low': '265.5499', '4. close': '268.0499', '5. volume': '660081'}"
2012-09-17,,"{'1. open': '260.6999', '2. high': '267.8999', '3. low': '257.0999', '4. close': '264.6999', '5. volume': '585530'}"
2012-09-14,,"{'1. open': '258.2499', '2. high': '259.5999', '3. low': '253.6999', '4. close': '255.0999', '5. volume': '592643'}"
2012-09-13,,"{'1. open': '259.9999', '2. high': '259.9999', '3. low': '251.5999', '4. close': '253.6499', '5. volume': '847305'}"
2012-09-12,,"{'1. open': '261.9999', '2. high': '261.9999', '3. low': '258.1499', '4. close': '261.0999', '5. volume': '725176'}"
2012-09-11,,"{'1. open': '259.8999', '2. high': '261.9999', '3. low': '255.7999', '4. close': '261.2499', '5. volume': '636029'}"
2012-09-10,,"{'1. open': '255.9999', '2. high': '260.9999', '3. low': '254.4999', '4. close': '260.4499', '5. volume': '631544'}"
2012-09-07,,"{'1. open': '254.9999', '2. high': '256.5000', '3. low': '253.6999', '4. close': '255.5499', '5. volume': '252937'}"
2012-09-06,,"{'1. open': '256.9999', '2. high': '257.9999', '3. low': '248.3999', '4. close': '252.4499', '5. volume': '1274369'}"
2012-09-05,,"{'1. open': '247.9999', '2. high': '258.7999', '3. low': '247.4999', '4. close': '257.8499', '5. volume': '1132517'}"
2012-09-04,,"{'1. open': '245.8999', '2. high': '251.9999', '3. low': '241.4499', '4. close': '249.6499', '5. volume': '514448'}"
2012-09-03,,"{'1. open': '246.9999', '2. high': '249.4999', '3. low': '244.7499', '4. close': '246.9499', '5. volume': '6417181'}"
2012-08-31,,"{'1. open': '240.9999', '2. high': '248.7499', '3. low': '240.9999', '4. close': '245.7000', '5. volume': '719971'}"
2012-08-30,,"{'1. open': '240.4999', '2. high': '244.0000', '3. low': '238.5000', '4. close': '242.7499', '5. volume': '916936'}"
2012-08-29,,"{'1. open': '248.9999', '2. high': '249.8999', '3. low': '240.1999', '4. close': '242.2999', '5. volume': '795921'}"
2012-08-28,,"{'1. open': '248.9999', '2. high': '250.0499', '3. low': '245.3999', '4. close': '248.9499', '5. volume': '566724'}"
2012-08-27,,"{'1. open': '250.0000', '2. high': '253.8999', '3. low': '247.8500', '4. close': '249.0999', '5. volume': '847039'}"
2012-08-24,,"{'1. open': '247.9999', '2. high': '250.4499', '3. low': '244.2999', '4. close': '247.9999', '5. volume': '660345'}"
2012-08-23,,"{'1. open': '246.9999', '2. high': '251.3999', '3. low': '243.4999', '4. close': '248.6999', '5. volume': '1345846'}"
2012-08-22,,"{'1. open': '255.7999', '2. high': '255.7999', '3. low': '247.9999', '4. close': '248.6999', '5. volume': '1770190'}"
2012-08-21,,"{'1. open': '261.4999', '2. high': '263.9999', '3. low': '255.7499', '4. close': '258.6500', '5. volume': '1586757'}"
2012-08-17,,"{'1. open': '260.3999', '2. high': '264.5999', '3. low': '259.0499', '4. close': '262.0999', '5. volume': '641520'}"
2012-08-16,,"{'1. open': '262.5000', '2. high': '262.6499', '3. low': '259.6499', '4. close': '259.8999', '5. volume': '478971'}"
